IdDon;Auteur;Intermediaire;IdBene;Beneficaire;Statut;Nature;Lieu;Formes;Poids;Prix;Informations;Sources
243;Jean sans Peur;;2162;Jacques de Villers;Ecuyer et échanson du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;100 fr. (quittance);;;30 January 1409;ADCO, B 1556, f° 49 r° et 49 v°
244;Jean sans Peur;;2167;Jean de Curiet;Ecuyer de cuisine du duc;Paiement pour sa pension de 60 fr./an;Aucune mention;50 fr. (quittance);;;30 January 1409;ADCO, B 1556, f° 50 r°
245;Jean sans Peur;;294;Vermonnet de Mery;Ecuyer de cuisine du duc;Paiement pour sa pension de 60 fr./an;Aucune mention;40 fr. (quittance);;;30 January 1409;ADCO, B 1556, f° 50 r°
246;Jean sans Peur;;537;Guyot de Savigny;Ecuyer d'écurie du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;80 fr. (quittance);;;30 January 1409;ADCO, B 1556, f° 54 v°
247;Jean sans Peur;;374;Girard de Bourbon;Seigneur de Montperroux, chevalier, conseiller et chambellan du duc;Pension de 500 fr./an, payée en deux termes (de 6 mois en 6 mois) ;Aucune mention;Pension de 500 fr./an, payée en deux termes (6 mois en 6 mois);;;31 January 1409;ADCO, B 1558, f° 56 v° et 57 r°
248;Jean sans Peur;;226;Antoine de Craon;Cousin, chevalier, conseiller et chambellan du duc;Pension de 400 fr./an;Aucune mention;Pension de 400 fr./an;;;31 January 1409;ADCO, B 1558, f° 57 v°
249;Jean sans Peur;;259;Lourdin de Saligny;Chevalier, conseiller et chambellan du duc;Pension de 500 fr./an, payée en deux termes (la Saint-Jean et Noël);Aucune mention;Pension de 500 fr./an, payée en deux termes (la Saint-Jean et Noël);;;31 January 1409;ADCO, B 1558, f° 57 v°
250;Jean sans Peur;;398;Christophe d'Albourg;Trompette du duc;Paiement pour sa pension de 100 écus/an;Aucune mention;20 fr. (quittance);;;1 February 1409;ADCO, B 1556, f° 53 r°
251;Jean sans Peur;;90;Pierre de Montbertault;Conseiller et ancien contrôleur général des finances du duc;Paiement pour sa pension de 500 écus/an;Aucune mention;400 fr. (quittance);;;3 February 1409;ADCO, B 1556, f° 48 v°
252;Jean sans Peur;;100;Pierre Cauchon;Maître en ars et licencié en décret;Pension de 50 fr., payée en deux termes (Noël et la Saint-Jean-Baptiste) en tant que conseiller du duc. Le premier terme commencera à la Saint-Jean 1409;Paris;Pension de 50 fr./an;;;6 February 1409;ADCO, B 1576, f° 113 v°
253;Jean sans Peur;;601;Robert de Wavrin;Seigneur de Wavrin, conseiller et chambellan du duc;Paiement pour sa pension de 80 fr./mois;Aucune mention;35 fr. (quittance);;;1 March 1409;ADCO, B 1558, f° 62 r°
254;Jean sans Peur;;601;Robert de Wavrin;Seigneur de Wavrin, conseiller et chambellan du duc;Paiement pour sa pension de 80 fr./mois;Aucune mention;31 fr. 5 s. t. (quittance);;;12 March 1409;ADCO, B 1558, f° 62 r°
255;Jean sans Peur;;444;Jacques de Longroy;Seigneur de Longroy, chevalier, conseiller et chambellan du duc;Pension de 500 fr./an, payés en deux termes (la Saint-Rémi et Pâques). Le premier terme commence à la Saint-Rémi 1409;Aucune mention;Pension de 500 fr./an, payée en deux termes (la Saint-Rémi et Pâques);;;26 March 1409;ADCO, B 1558, f° 57 r°
256;Jean sans Peur;;522;Maître Jean Petit ou Jean Le Petit;Docteur en théologie et maître des requêtes de l'hôtel du duc;Pension de 200 fr./an, payée en deux termes (la Saint-Jean et Noël). Le premier terme commence à la Saint-Jean 1409;Aucune mention;Pension de 200 fr./an, payée en deux termes (la Saint-Jean et Noël);;;31 March 1409;ADCO, B 1558, f° 60 v°
257;Jean sans Peur;;444;Jacques de Longroy;Seigneur de Longroy, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an, payée en deux termes;Aucune mention;30 écus (quittance);;;1 April 1409;ADCO, B 1558, f° 57 r°
258;Jean sans Peur;;470;Enguerrand de Bournonville;Ecuyer et chambellan du duc;Pension de 300 fr./an, payée en deux termes (la Saint-Jean et Noël);Aucune mention;Pension de 300 fr./an, payée en deux termes (la Saint-Jean et Noël);;;3 April 1409;ADCO, B 1558, f° 58 r°
259;Jean sans Peur;;677;Baudouin, dit Beaugois d'Ailly;Chevalier, conseiller et chambellan du duc, vidame d'Amiens;Paiement pour sa pension de 4 fr./jour;Aucune mention;33 fr. 15 s. t. (quittance);;;3 April 1409;ADCO, B 1558, f° 61 v°
260;Jean sans Peur;;92;Jean de Vergy;Seigneur de Fouvans, conseiller du duc;Pension de 400 fr.;Aucune mention;180 fr. (quittance);;;12 April 1409;ADCO, B 1559, f° 54 v°
261;Jean sans Peur;;243;Jean Manus;Valet de chambre et maître canonnier du duc;Paiement pour sa pension de 100 fr./an;Aucune mention;50 écus (quittance);;;14 April 1409;ADCO, B 1558, f° 61 r°
262;Jean sans Peur;;398;Christophe d'Albourg;Trompette du duc;Paiement pour sa pension de 112 fr. demi/an ;Aucune mention;10 fr. 5 s. t. (quittance);;;20 April 1409;ADCO, B 1558, f° 63 r°
263;Jean sans Peur;;601;Robert de Wavrin;Seigneur de Wavrin, conseiller et chambellan du duc;Paiement pour sa pension de 80 fr./mois;Aucune mention;98 fr. (quittance);;;24 April 1409;ADCO, B 1558, f° 62 r°
264;Jean sans Peur;;470;Enguerrand de Bournonville;Ecuyer et chambellan du duc;Paiement pour sa pension de 300 fr./an, payée en deux termes (la Saint-Jean et Noël);Aucune mention;200 fr. (quittance);;;5 May 1409;ADCO, B 1558, f° 58 r°
265;Jean sans Peur;;204;Jacques de Courtiambles;Seigneur de Commarin, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 400 fr./an ;Aucune mention;200 fr. (quittance);;;20 May 1409;ADCO, B 1559, f° 54 r°
266;Jean sans Peur;;852;Jacques de Busseuil ou Busseul;Ecuyer tranchant du duc et maître d'hôtel du comte de Charolais;"""A cause de sa pension de IIc fr. dor que mondit seigneur par ses lettres sur ce faites et donnees en sa ville de Dijon lan mil CCCC et IX le XXIe jour de may. Considerant quil avoit servi bien et grandement mondit seigneur le conte oudit office, faisoit continuelment chacun jour et esperoit que feist ou temps avenir afin quil fust plus abstraint de y perserver et continuer de bien en mieulx, et quil eust mieulx de quoy avoir et maintenir son estat ou service de mondit seigneur le conte, lui a donne, avoir et prendre par chacun an tant comme il lui plaira, a prendre et avoir sur la Recepte generale de toutes ses finances a deux termes en lan. Cest assavoir saint Remy et Pasques, dont le premier terme seroit a la saint Remy oudit an mil CCCCIX. En mandant a son tresorier lors present et avenir que par son Receveur general aussi lors present et avenir, ou par aucuns de ses Recveurs particuliers, feist deslors en avant paier, bailler et delivrer a icelui Jaques aux termes et par la maniere dessusdite la somme de IIc fr. Et par rapportant vidimus desdites lettres fait soubs scel autentique ou coppie collacionnee par lun de ses secretaires pour le premiere fois seulement et quittance de chacun terme et paiement, mondit seigneur veuilt ce que ainsi paye en auroit este audit Jaques estre aloue es comptes et rabatu de la Recepte du payant sans contredit par mesdits seigneurs de ses comptes quil appartiendroit""";Dijon;Pension de 200 fr. monn. royal/an, payée en deux termes (la saint-Rémy et Pâques);;;21 May 1409;ADN, B 1903, f° 59 r° et 59 v°
267;Jean sans Peur;;5520;Nicole de Constantinople;Chevalier, et Simonne, sa femme;"""Copie. Jehan duc de Bourgoingne, Conte de Flandres, Dartois et de Bourgoingne Palatin, seigneur de Salins et de Malines. A tous ceulx qui ce presentes lettres verront salu. Receu avons humble supplicacion de messire Nicole de Constantinoble, chevalier, et Simonne, sa femme. Contenant que comme ledit chevalier ait bien loialement servi de tout son povoir feu notre treschier seigneur et pere cui dieu pardoint en pluseurs manieres dont pour le servir souffisamment il a convenu a ladicte dame vendre partie de son heritaige et dautre part les enffant de luiet de ladicte dame Nous ayent bien et loialment servi en noz guerres et armeez et derrenierement tris de leurs filz nous ayent bien et grandement servi ou voyage du Liege ou nagaires avons este et des long temps a ledit chevalier soit devenu aveugle. Et pour son ancien a age est devenu si foible quil ne se puet plus porter. Mais convient que sadicte femme le nourrisse et gouverne. Savoir vous faisons que nous eue consideracion aux choses dessus dictes et aussi que ladicte dame nous a nourry en notre jeunesse et a este notre mere de lait. A yceulx exposans avons au jour dui donne et donnosn de grace especial pour ces presences la somme de dix frans dor de pencion par an a les prendre et avoir sur la prevoste de Saint Jean de Loone leur vie durant, et au seurvivant deulx deux Au terme de la Saint Remy dont le premier sera la sainte Remy prochain venu. Si donnons en mandement a notre tresorier present et advenir que par notre Receveur de Dijon ou autre commis a recevoir les rentes de ladicte prevoste doresenavant il paie, baille et delivre aux dessus dis ladicte pencion de dix frans par an leur dite vie durant. Et par rapportant vidimus de ces presentes fait soulx scel autentique ou coppie collacionne par lun de noz secretaires avec quittance souffisant de chacun paiement. Nous voulons ladicte somme de dix frans estre allouee es comptes et rabatue de la recepte dudit Receveur ou commis sans contredit par tout laon il appartiendra. En tesmoing de ce Nous avons fait mettre notre scel a ces presentes. Donne en notre ville de Dijon le XXIIIIe jour de may lan de grac mil quatre cens et noeuf. Ainsi signeez par monseigneur le duc en son conseil, Bordes et au dos des dites est escript ce qui sensuit. Jehan Sacquespee, conseiller, tresorier et gouverneur general des finances de monseigneur le duc de Bourgoingne, Conte de Flandres, Dartois et de Bourgoingne, Jehan Moisson, receveur de Diion, accomplissez le contenu au blanc de ces presences, ainsi et par la forme et maniere que mondit seigneur le mande. Escript le XXVIIIIe jour de septembre lan mil CCCC et noeuf. Ainsi signee J. Sacquespee, Regnault de Toysi, Receveur general des duchie et conte de Bourgoingne, pour monseigneur le duc de Bourgoingne, Receveur de Dijon present et advenir. Accomplissez le contenu au blanc de ces presentes. Tout par la forme et maniere que mondit seigneur et son tresorier le mandent. Escript le XIIIIe jour de mars lan mil CCCC et Noeuf. Ainsi signeez R. de Thoisy.[Signature : Pour me. Mareschal]""";Dijon;Pension de 10 fr. d'or/an, à prendre sur la prévôté de Saint-Jean-de-Losne au terme de Saint-Rémi;;;24 May 1409;ADCO, B 361, liasse 76, c. 28
268;Jean sans Peur;;506;Jean de Sacquespee;Conseiller, trésorier et gouveneur général des finances du duc;"""Auquel icellui seigneur pour consideracion des grans peines et travaulx charges et despens qui desis lui a convenu et conviendra faire et supporter en faisans et executant ledit office de tresorier et affin quil ait mieulx de quoy soustenir son estat ou service dudit seigneur, icelluy seigneur par ses lettres donnees a Dijon le XXVe jour de may lan mil CCCC et neuf. A ordonne audit Sacquespee prendre et avoir de lui doresenavant chacun an tant comme il lui plaira par la main du Receveur general de ses finances present et avenir la somme de 500 fr. dor de pension a 2 termes, cest assavoir Pasques et Saint Remy le premier terme terme et paiement dicelle pension commencant a Pasques mil CCCC IX. Et en oultre ladicte pension lui a mondit seigneur ordonne prendre et avoir de lui 3 fr. par jour. A commence des le 5e jour de janvier mil CCCC VIII, que ledit Sacquespee fist dudit office de tresorier es mains de mondit seigneur, toutes et quanteffoiz quil vacquera ou fait desdictes finances ou autres besoingnes dudit seigneur tant en la ville de Paris comme ailleurs, excepte quan il sera en son hostel a Arras ou il tient son domicile dont ledit seigneur le vuelt estre creu par sa certifficacion soutenant assignacion des journees quil aura vacquees pour lesdits besoingnes""";Dijon;Pension de 500 fr./an, payée en deux termes (Pâques et la Saint-Rémi) + 3 fr./jour;;;25 May 1409;ADCO, B 1558, f° 64 r° et 64 v°
269;Jean sans Peur;;203;Jean de Noident;Receveur général du duc;"""Auquel mondit seigneur tant pour consideracion des grans peines et travaulx charges et despens qui lui a convenu et conviendra faire en executant sondit office comme afin quil ait mieulx de quoy honnorablement avoir son estat a ordonne prendre et avoir de lui chacun an tant comme il lui plaira des deniers de la Recepte generale la somme de 400 fr. dor de pension a 2 termes cest assavoir Pasques et Saint Remy le premeir terme commencant a Pasques mil CCCC IX. Et deux fr. par jour oultre ladicte pension quelque part quil soit pour le fait de ladicte Rcepete ou autrement pour les besoingnes et affaires dudit seigneur dont il sera creu par sa certifficacion contenant assignacion des journees quil aura vacquees comme par les lettres dudit seigneur sur ce faces et donnees a Dijon le XXVe jour de may lan mil CCCC IX""";Dijon;Pension de 400 fr./an, payée en deux termes (Pâques et la Saint-Rémi);;;25 May 1409;ADCO, B 1558, f° 64 v° et 65 r°
270;Jean sans Peur;;522;Maître Jean Petit ou Jean Le Petit;Docteur en théologie et maître des requêtes de l'hôtel du duc;Paiement pour sa pension de 100 fr./an;Aucune mention;100 fr. (quittance);;;26 May 1409;ADCO, B 1558, f° 60 v°
271;Jean sans Peur;;5519;Thomas de Perrigny;Chevalier et héritier de Jean de Perrigny, chevalier;"""Je, Thomas de Parrigny, chevalier, hoir seul et pour le tout de feu Jehan de Parrigny, chevalier. Confesse avoir eu et receu de Jehan Moisson, receveur du bailliage de Diion pour monseigneur le duc de Bourgoingne, la somme de soixante solz tournois qui deuz mestoient pour le terme de Toussains darrain passe pour rente a moy chacun an sur la prevoste de Nuyz. Desquelz LX s. t. pour le terme de Toussains je me tien pour bien content. Tesmoing mon scel cy mis le XXVIe jour de may lan mil CCCC et neuf""";Aucune mention;Paiement de 60 s. t. monn. royal pour une rente sur la prévôté de Nuits-Saint-Georges, payée pour le terme de Toussaint;;;26 May 1409;ADCO, B 361, liasse 76, c. 96
272;Jean sans Peur;;391;Jean Le Boulangier, dit Pagot;Ménestrel du duc;Paiement pour pension partagée de 67 fr./an;Aucune mention;34 fr. (quittance);;;6 June 1409;ADCO, B 1558, f° 62 v°
273;Jean sans Peur;;393;Guillaume Caillet;Ménestrel du duc;Paiement pour pension partagée de 67 fr./an;Aucune mention;34 fr. (quittance);;;6 June 1409;ADCO, B 1558, f° 62 v°
274;Jean sans Peur;;390;Henri du Houx;Ménestrel du duc;Paiement pour pension partagée de 67 fr./an;Aucune mention;34 fr. (quittance);;;6 June 1409;ADCO, B 1558, f° 62 v°
275;Jean sans Peur;;2165;Jean Wanezie;Ménestrel du duc;Paiement pour pension partagée de 67 fr./an;Aucune mention;34 fr. (quittance);;;6 June 1409;ADCO, B 1558, f° 62 v°
276;Jean sans Peur;;508;Raoul Le Maire;Conseiller du duc;Pension de 200 fr./an, payée du 7 octobre 1408 au 7 octobre 1409;Aucune mention;Pension de 200 fr./an, payée entre le 7 octobre 1408 et le 7 octobre 1409;;;10 June 1409;ADCO, B 1562, f° 26 v°
277;Jean sans Peur;;876;Philibert de Montjeu;Conseiller et maître des requêtes de l'hôtel du duc;Paiement pour pension partagée de 67 fr./an;Aucune mention;20 fr. (quittance);;;13 June 1409;ADCO, B 1559, f° 60 v°
278;Jean sans Peur;;162;Pierre de La Rocherousse;Ecuyer du corps du roi, conseiller et chambellan du duc;Paiement pour sa pension de 300 fr./an + arrérages;Aucune mention;600 fr. (quittance);;;20 June 1409;ADCO, B 1562, f° 24 v°
279;Jean sans Peur;;2167;Colas Berer de Boperte (?);Chevalie et chambellan du duc;Pension de 200 fr./an, payée en deux termes (Toussaint et Pâques). Le premier terme commencera à la Toussaint 1409;Aucune mention;Pension de 200 fr./an, payée en deux termes (la Toussaint et Pâques);;;29 June 1409;ADCO, B 1560, f° 57 r° et 57 v°
280;Jean sans Peur;;130;Philibert de Saint-Legier;Chevalier et maître d'hôtel du duc;Paiement pour sa pension de 240 fr./an;Aucune mention;120 fr. (quittance);;;3 July 1409;ADCO, B 1558, f° 58 v°
281;Jean sans Peur;;398;Christophe d'Albourg;Trompette du duc;Paiement pour sa pension de 112 fr. demi/an ;Aucune mention;16 fr. (quittance);;;8 July 1409;ADCO, B 1558, f° 63 r°
282;Jean sans Peur;;391;Jean Le Boulangier, dit Pagot;Ménestrel du duc;Paiement pour pension partagée de 67 fr./an;Aucune mention;34 fr. (quittance);;;8 July 1409;ADCO, B 1558, f° 62 v°
283;Jean sans Peur;;393;Guillaume Caillet;Ménestrel du duc;Paiement pour pension partagée de 67 fr./an;Aucune mention;34 fr. (quittance);;;8 July 1409;ADCO, B 1558, f° 62 v°
284;Jean sans Peur;;390;Henri du Houx;Ménestrel du duc;Paiement pour pension partagée de 67 fr./an;Aucune mention;34 fr. (quittance);;;8 July 1409;ADCO, B 1558, f° 62 v°
285;Jean sans Peur;;2165;Jean Wanezie;Ménestrel du duc;Paiement pour pension partagée de 67 fr./an;Aucune mention;34 fr. (quittance);;;8 July 1409;ADCO, B 1558, f° 62 v°
286;Jean sans Peur;;201;Geoffroy Maupoivre;Physicien du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;10 écus (quittance);;;10 July 1409;ADCO, B 1560, f° 59 v°
287;Jean sans Peur;;391;Jean Le Boulangier, dit Pagot;Ménestrel du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;60 écus (quittance);;;19 July 1409;ADCO, B 1560, f° 63 r°
288;Jean sans Peur;;2165;Jean Wanezie;Ménestrel du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;60 écus (quittance);;;19 July 1409;ADCO, B 1560, f° 63 r°
289;Jean sans Peur;;393;Guillaume Caillet;Ménestrel du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;60 écus (quittance);;;19 July 1409;ADCO, B 1560, f° 63 r°
290;Jean sans Peur;;390;Henri du Houx;Ménestrel du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;60 écus (quittance);;;19 July 1409;ADCO, B 1560, f° 63 r°
291;Jean sans Peur;;814;Paulin Gambrin, dit d'Alexandrie;Trompette du duc;Pension de 67 fr. demi/an, payée en trois termes (tous les 3 mois). Le premier terme commence à la fin d'octobre 1409;Gand;Pension de 67 fr. demi/an, payée en trois termes (tous les 3 mois);;;26 July 1409;ADCO, B 1558, f° 63 v°
292;Jean sans Peur;;566;Guillaume Bourgeois;Physicien du duc et du comte de Charolais;Paiement pour sa pension de 100 fr./an;Aucune mention;100 fr. (quittance);;;31 July 1409;ADCO, B 1558, f° 61 r°
293;Jean sans Peur;;88;Jean d'Aunay, dit Le Gallois d'Aunay;Chevalier et maître d'hôtel du duc;"""Je, Jehan Daunoy, chevalier et maistre dostel de monseigneur le duc de Bourgoingne, Conte de Flandres, Dartois et de Bourgoingne. Confesse avoir eu et receu de Jehan de Noident, Receveur general des finances de mondit seigneur, la somme de six vins frans que mestoient deuz a cause de ma pension de douze vins frans que Je pren chacun an de mondit seigneur a deux termes. Cest assavoir saint Andry et may. Et ce pour le terme du mois de may derrain passe. De laquelle somme de VIxx fr. Je me tien pour content et bien paie et en quicte mondit seigneur, ledit Receveur et tous autres quil appartient. Tesmoing mon scel cy mis le derrenier jour de juillet lan mil CCCC et neuf.[Sceau]""";Aucune mention;120 fr. monn. royal (quittance);;;31 July 1409;ADCO, B 383, liasse 19, c. 188
294;Jean sans Peur;;398;Christophe d'Albourg;Trompette du duc;Paiement pour sa pension de 112 fr. demi/an ;Aucune mention;15 écus (quittance);;;9 August 1409;ADCO, B 1558, f° 63 r°
295;Jean sans Peur;;285;Jean de Rasinghem;Maître en école du comte de Charolais;Pension de 100 fr./an, payée en deux termes (la Chandeleur et le premier jour d'août). Le premier terme commencera à la Chandeleur 1410;Paris;Pension de 100 fr./an, payée en deux termes (la Chandeleur et le premier jour d'août);;;17 August 1409;ADCO, B 1562, f° 27 r° et 27 v°
296;Jean sans Peur;;2164;Robert de Bar;Conseiller et chambellan du duc;Paiement pour sa pension et pour ses gages;Aucune mention;74 fr. 5 s. t. (quittance);;;16 September 1409;ADCO, B 1558, f° 61 v°
297;Jean sans Peur;;422;Jacques III de Heilly;Seigneur de Heilly, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an, payée en deux termes;Aucune mention;250 fr. (quittance);;;23 September 1409;ADCO, B 1558, f° 56 v°
298;Jean sans Peur;;444;Jacques de Longroy;Seigneur de Longroy, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an, payée en deux termes (la Saint-Rémi et Pâques);Aucune mention;30 fr. (quittance);;;25 September 1409;ADCO, B 1558, f° 57 r°
299;Jean sans Peur;;2172;Thierry Ka (?);Conseiller et chambellan du duc;"Lequel icellui seigneur par ses lettres la retenu son conseiller a la pension de 300 fr. par an et pour ce que pour la [...] de monseigneur le chancellier ledit Thierry na peu avoir les lettres de sadicte retenue, ostant lesdictes lettres ledit Thierry ne pourroit avoir aucun paiement dudit Receveur, mondit seigneur le duc par ses autrres lettres donnees a Paris le XXVe jour de septembre mil CCCC IX lui a ordonne estre baille en poest sur ce qui lui puet et pourra estre deu a cause de ladicte pension la somme de 300 fr. non obstant quil nappere audit Receveur de ladicte retenue de ladicte pension [...] paie audit Thierry""";Paris;Pension de 300 fr./an;;;25 September 1409;ADCO, B 1558, f° 65 r°
300;Jean sans Peur;;2172;Thierry Ka (?);Conseiller et chambellan du duc;Paiement de sa pension de 300 fr./an;Aucune mention;300 fr. (quittance);;;27 September 1409;ADCO, B 1558, f° 65 r°
301;Jean sans Peur;;69;Jean Marchant;Confesseur du duc;Pension de 120 fr./an;Aucune mention;Pension de 120 fr./an;;;30 September 1409;ADCO, B 1560, f° 60 r°
302;Jean sans Peur;;1157;Gillet Paraille;Queux du duc;Pension de 60 fr./an;Aucune mention;Pension de 60 fr./an;;;1 October 1409;ADCO, B 1558, f° 60 r°
303;Jean sans Peur;;402;Pierre de La Tremoille;Chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 1000 fr./an;Aucune mention;250 fr. (quittance);;;1 October 1409;ADCO, B 1560, f° 55 r°
304;Jean sans Peur;;67;Guillaume de Bours, dit Wittard;Chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 400 fr./an ;Paris;30 fr. (quittance);;;2 October 1409;ADCO, B 1558, f° 57 r°
305;Jean sans Peur;;226;Antoine de Craon;Cousin, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 400 fr./an ;Aucune mention;30 fr. (quittance);;;2 October 1409;ADCO, B 1560, f° 58 r°
306;Jean sans Peur;;293;Jean de Chevenon;Ecuyer, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;250 fr. (quittance);;;4 October 1409;ADCO, B 1556, f° 46 v°
307;Jean sans Peur;;406;Pons de Perellos;Chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;250 fr. (quittance);;;4 October 1409;ADCO, B 1558, f° 65 v°
308;Jean sans Peur;;487;Jean de Chevannes;Ecuyer de cuisine du duc;Paiement pour sa pension de 60 fr./an;Aucune mention;50 fr. (quittance);;;5 October 1409;ADCO, B 1556, f° 56 r°
309;Jean sans Peur;;2158;Jean de Euviont (?);;Paiement pour sa pension de 100 florins/an;Aucune mention;300 fr. (quittance);;;5 October 1409;ADCO, B 1556, f° 56 v°
310;Jean sans Peur;;374;Girard de Bourbon;Seigneur de Montperroux, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;100 écus (quittance);;;5 October 1409;ADCO, B 1558, f° 57 r°
311;Jean sans Peur;;2172;Gilles de Chin;Seigneur de Chin, chevalier, conseiller et chambellan du duc;"""La somme de 200 fr. que icellui seigneur lui donna et fist baille comptant ou mois de mars mil CCCCVII en recompensacion de plusieurs frais et despens par lui soustenus pour la conduite de pluseurs gens darmes quil aura avec lui ou voiage que lors ledit seigneur avoit nagaires fait en la ville Damiens et aussi pour ce que ladite annee il navoit prins aucune pension de mondit seigneur pource par mandement donne le VIIIe jour dottobre lan mil CCCC et neuf cy rendu avec quictance dudit sire de Chin""";Aucune mention;200 fr.;;;8 October 1409;ADCO, B 1556, f° 76 r°
312;Jean sans Peur;;876;Philibert de Montjeu;Conseiller et maître des requêtes de l'hôtel du duc;Paiement pour sa pension de 200 fr./an;Aucune mention;50 écus (quittance);;;8 October 1409;ADCO, B 1558, f° 60 v°
313;Jean sans Peur;;601;Robert de Wavrin;Seigneur de Wavrin, conseiller et chambellan du duc;Paiement pour sa pension de 80 fr./mois;Aucune mention;30 fr. (quittance);;;26 October 1409;ADCO, B 1558, f° 62 r°
314;Jean sans Peur;;226;Antoine de Craon;Cousin, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 400 fr./an ;Aucune mention;220 fr. (quittance);;;1 November 1409;ADCO, B 1558, f° 57 v°
315;Jean sans Peur;;506;Jean de Sacquespee;Conseiller, trésorier et gouveneur général des finances du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;500 fr. (quittance);;;1 November 1409;ADCO, B 1558, f° 64 v°
316;Jean sans Peur;;301;Jean de Saulx;Seigneur de Courtivron, chancelier du duc;Pension de 2000 fr. d'or/an, payée en deux termes (Pâques et la Saint-Rémi).;Paris;Pension de 2000 fr. d'or/an, payée en deux termes (Pâques et la Saint-Rémi);;;1 November 1409;ADCO, B 1560, f° 63 r°
317;Jean sans Peur;;601;Robert de Wavrin;Seigneur de Wavrin, conseiller et chambellan du duc;Paiement pour sa pension de 80 fr./mois;Aucune mention;40 fr. (quittance);;;8 November 1409;ADCO, B 1558, f° 62 r°
318;Jean sans Peur;;601;Robert de Wavrin;Seigneur de Wavrin, conseiller et chambellan du duc;Paiement pour sa pension de 80 fr./mois;Aucune mention;84 fr. 4 s. 1 d. t. (quittance);;;8 November 1409;ADCO, B 1558, f° 62 r°
319;Jean sans Peur;;67;Guillaume de Bours, dit Wittard;Chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 400 fr./an ;Aucune mention;40 fr. (quittance);;;9 November 1409;ADCO, B 1558, f° 57 r°
320;Jean sans Peur;;444;Jacques de Longroy;Seigneur de Longroy, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an, payée en deux termes;Aucune mention;60 écus (quittance);;;10 November 1409;ADCO, B 1558, f° 57 r°
321;Jean sans Peur;;391;Jean Le Boulangier, dit Pagot;Ménestrel du duc;Paiement pour pension partagée de 67 fr.;Aucune mention;34 fr. (quittance);;;21 November 1409;ADCO, B 1558, f° 62 v°
322;Jean sans Peur;;393;Guillaume Caillet;Ménestrel du duc;Paiement pour pension partagée de 67 fr.;Aucune mention;34 fr. (quittance);;;21 November 1409;ADCO, B 1558, f° 62 v°
323;Jean sans Peur;;390;Henri du Houx;Ménestrel du duc;Paiement pour pension partagée de 67 fr.;Aucune mention;34 fr. (quittance);;;21 November 1409;ADCO, B 1558, f° 62 v°
324;Jean sans Peur;;2165;Jean Wanezie;Ménestrel du duc;Paiement pour pension partagée de 67 fr.;Aucune mention;34 fr. (quittance);;;21 November 1409;ADCO, B 1558, f° 62 v°
325;Jean sans Peur;;2173;Louis de Poissy;Chevalier et maître d'hôtel du duc;Pension de 240 fr., payée en deux termes (la Saint-Jean et Noël). Le premier terme commencera à la Saint-Jean 1410;Aucune mention;Pension de 240 fr./an;;;23 November 1409;ADCO, B 1560, f° 57 r°
326;Jean sans Peur;;2173;Louis de Poissy;Chevalier et maître d'hôtel du duc;Paiement pour sa pension de 240 fr.;Aucune mention;240 fr. (quittance);;;23 November 1409;ADCO, B 1560, f° 57 r°
327;Jean sans Peur;;1930;Regnaud d'Orges;Ecuyer d'écurie de la duchesse;Pension de 160 fr., payée en deux termes (la Saint-Jean et Noël). Le premier terme commencera à la Saint-Jean 1410;Aucune mention;Pension de 160 fr./an;;;23 November 1409;ADCO, B 1560, f° 61 r°
